"ID incidence with coutry, demand, grp, same year"				frequency	Free status at the year	Govt. response	Violent govt res?	# of part.	Protestor Violence
Moldova	"political behavior, process"	ethnic Romanians	1991	1					
Moldova	"political behavior, process"	high school & university students	1995	3					
Moldova	"political behavior, process"	Independent Journalism Center	2016	1					
Moldova	"political behavior, process"	"journalists, Moldovans"	2004	86					
Moldova	"political behavior, process"	"left Party of Socialists and Our Party, and the right Dignity and Truth (DA) Civil Platform"	2016	1					
Moldova	"political behavior, process"	middle aged Moldovans	2009	1					
Moldova	"political behavior, process"	minority Russian speakers	1991	2					
Moldova	"political behavior, process"	Moldovan Communist Party activists	2013	25					
Moldova	"political behavior, process"	Moldovans	1994	1					
Moldova	"political behavior, process"	Moldovans	2002	2					
Moldova	"political behavior, process"	Moldovans	2003	1					
Moldova	"political behavior, process"	Moldovans	2006	1					
Moldova	"political behavior, process"	Moldovans	2009	1					
Moldova	"political behavior, process"	"Moldovans, journalists"	2004	1					
Moldova	"political behavior, process"	"Moldovans, opposition supporters"	2004	1					
Moldova	"political behavior, process"	"Moldovans, Popular Christian Democratic Party"	2003	2					
Moldova	"political behavior, process"	"Moldovans, youth, pro-Romanian parliamentary opposition, Popular Christian Democratic Party"	2002	111					
Moldova	"political behavior, process"	nationalists	1992	1					
Moldova	"political behavior, process"	"nationalists, police"	1991	1					
Moldova	"political behavior, process"	opponents of Plahotniuc	2016	1					
Moldova	"political behavior, process"	opposition Communists & supporters	2012	1					
Moldova	"political behavior, process"	opposition protesters	2016	2					
Moldova	"political behavior, process"	"opposition supporters, pro-EU supporters, Christian Democratic party"	2003	1					
Moldova	"political behavior, process"	Our Party	2016	1					
Moldova	"political behavior, process"	Our Party's leader Renato Usatii and Platform DA (Dignity and Truth)	2016	1					
Moldova	"political behavior, process"	Party of Socialists; the Our Party and the centre-right DA platform (Dignity and Truth)	2016	1					
Moldova	"political behavior, process"	protesters	1991	2					
Moldova	"political behavior, process"	protesters	2009	1					
Moldova	"political behavior, process"	protesters	2015	34					
Moldova	"political behavior, process"	protesters	2016	1					
Moldova	"political behavior, process"	"pro-Western opposition Popular Christian Democratic Party, Moldovans"	2003	1					
Moldova	"political behavior, process"	"pro-Western opposition Popular Christian Democratic Party, supporters of eight small center-right parties"	2003	1					
Moldova	"political behavior, process"	radical leftists	2004	1					
Moldova	"political behavior, process"	right-wing Moldovans	2002	1					
Moldova	"political behavior, process"	"Russian women, Ukranian women"	1991	31					
Moldova	"political behavior, process"	school-age youths and students	2002	1					
Moldova	"political behavior, process"	students	1995	22					
Moldova	"political behavior, process"	students	2002	1					
Moldova	"political behavior, process"	"students, opposition parties, Moldovans"	2003	6					
Moldova	"political behavior, process"	"students, professors"	1995	1					
Moldova	"political behavior, process"	"students, two NGOs"	2009	1					
Moldova	"political behavior, process"	supporters of pro-European candidate Maia Sandu	2016	1					
Moldova	"political behavior, process"	supporters of the Civic Platform Dignity and Truth and the opposition Our Party 	2016	1					
Moldova	"political behavior, process"	teachers	2001	1					
Moldova	"political behavior, process"	"war veterans, police officers"	2000	1					
Moldova	"price increases, tax policy"	farmers	2000	1					
Moldova	"price increases, tax policy"	university students	2000	1					
Moldova	"price increases, tax policy"	"university students, professors, parents"	2000	1					
Moldova	"price increases, tax policy"	"university students, student union"	2000	2					
Moldova	"price increases, tax policy"	workers	1997	1					
Moldova	removal of politician	Communist Party of Moldova (PCRM) & activists	2011	1					
Moldova	removal of politician	Dignity and Truth (DA) Civil Platform	2016	1					
Moldova	removal of politician	"high-school and university students, opposition Christian Democratic People's party"	2002	1					
Moldova	removal of politician	journalists	2004	1					
Moldova	removal of politician	opposition Liberal Party	2008	1					
Moldova	removal of politician	opposition protesters	2016	1					
Moldova	removal of politician	"Party of Socialists, the Our Party and the Dignity and Truth (DA) Civil Platform"	2016	2					
Moldova	removal of politician	Popular Christian Democratic Party	2002	1					
Moldova	removal of politician	protesters	2015	10					
Moldova	removal of politician	students	1995	1					
Moldova	removal of politician	"students, teachers, factory workers, pensioners"	1995	1					
Mongolia	labor wage dispute	Confederation of Mongolian Trade Unions	1998	1					
Mongolia	labor wage dispute	pensioners	2005	1					
Mongolia	land farm issue	Farmers	2002	1					
Mongolia	land farm issue	Farmers	2003	1					
Mongolia	"political behavior, process"	intellectuals and students; Mongolian Democratic Union	1990	1					
Mongolia	"political behavior, process"	Just Society civic movement	2005	1					
Mongolia	"political behavior, process"	Mongolian Democratic Union	1990	2					
Mongolia	"political behavior, process"	Mongolian People's Revolutionary Party (MPRP)	2012	1					
Mongolia	"political behavior, process"	Mongolian Revolutionary Youth League	1990	1					
Mongolia	"political behavior, process"	Mongolian United Movement and the People's Union for Social Protection and Justice	1998	1					
Mongolia	"political behavior, process"	"opposition Democratic Party, Motherland Party and the Republic Party"	2005	1					
Mongolia	"political behavior, process"	opposition group	1990	1					
Mongolia	"political behavior, process"	opposition movement	1990	1					
Mongolia	"political behavior, process"	union for the defence of rights and interests of retired officers and non-commissioned officers	1996	1					
Mongolia	"price increases, tax policy"	Extreme Renovation Movement & Healthy Society Civil Movement	2006	1					
Mongolia	"price increases, tax policy"	Just Society and Civil Movement	2007	1					
Mongolia	"price increases, tax policy"	Mongolian Confederation of Trade Unions	2008	1					
Mongolia	removal of politician	Just Society civic movement	2005	1					
Mongolia	removal of politician	Mongolian United Movement	2006	1					
Montenegro	labor wage dispute	protesters	2014	1					
Montenegro	labor wage dispute	workers	2009	1					
Montenegro	"political behavior, process"	journalists	2014	1					
Montenegro	"political behavior, process"	protesters	2007	1					
Montenegro	"political behavior, process"	protesters	2008	1					
Montenegro	"political behavior, process"	unions campaigning groups and student organizations	2012	33					
Montenegro	removal of politician	protesters	2015	1					
Montenegro	social restrictions	gay rights activists	2014	1					
Morocco	police brutality	Berber Rif     	2016	10					
Morocco	police brutality	protesters	2013	1					
Morocco	"political behavior, process"	"February 20 movement, unemployed school leavers, Berber activists"	2014	1					
Morocco	"political behavior, process"	Islamic group (Justice and Charity)	2000	1					
Morocco	"political behavior, process"	Judges' Club	2014	1					
Morocco	"political behavior, process"	muslim fundamentalists	1994	1					
Morocco	"political behavior, process"	muslim fundamentalists & opposition parties	1991	1					
Morocco	"political behavior, process"	pro-democracy activists	2011	1					
Morocco	"political behavior, process"	Protesters	2011	2					
Morocco	"political behavior, process"	protesters	2013	1					
Morocco	"political behavior, process"	"protesters, students, locals, women, villagers, Movement on the Way of 96"	2011	939					
Morocco	"political behavior, process"	Sahrawi	2014	1					
Morocco	"political behavior, process"	Sahrawis (Frente Polisario)	2010	1					
Morocco	"political behavior, process"	trade union members and February 20 movement	2011	1					
Morocco	"price increases, tax policy"	jobless Moroccans 	2013	1					
Morocco	"price increases, tax policy"	students	1990	2					
Morocco	"price increases, tax policy"	unemployed grads	1998	1					
Morocco	removal of politician	protesters	2011	1					
Morocco	social restrictions	Islamic group (Justice and Charity)	2000	2					
Morocco	social restrictions	protesters	2015	1					
Morocco	social restrictions	women's/human rights groups	2000	1					
Mozambique	labor wage dispute	demobilized soldiers	1992	1					
Mozambique	labor wage dispute	demobilized soldiers	1995	1					
Mozambique	labor wage dispute	demobilized soldiers	2011	1					
Mozambique	labor wage dispute	demobilized soldiers	2013	2					
Mozambique	labor wage dispute	ex-soldiers	1991	1					
Mozambique	labor wage dispute	former agents of the Mozambican intelligence and security service (SISE)	2013	1					
Mozambique	labor wage dispute	former soldiers	2013	1					
Mozambique	labor wage dispute	former workers	2014	1					
Mozambique	labor wage dispute	former workers of Matola Coal Terminal	2010	1					
Mozambique	labor wage dispute	government troops	1993	1					
Mozambique	labor wage dispute	Health workers	1990	2					
Mozambique	labor wage dispute	Magermanes	2003	1					
Mozambique	labor wage dispute	Magermanes	2004	5					
Mozambique	labor wage dispute	migrant workers	1992	2					
Mozambique	labor wage dispute	Mozambican Forum of Demobilised Soldiers	2013	1					
Mozambique	labor wage dispute	Municipal cleaning staff	2014	1					
Mozambique	labor wage dispute	mutineers	1994	1					
Mozambique	labor wage dispute	port workers	2001	19					
Mozambique	labor wage dispute	Soldiers	1995	2					
Mozambique	labor wage dispute	soldiers at the maputo city garrison 	1992	1					
Mozambique	labor wage dispute	"soldiers of the ""nyanga"" battalion"	1992	2					
Mozambique	labor wage dispute	Students	2005	5					
Mozambique	labor wage dispute	teachers	1990	1					
Mozambique	labor wage dispute	veterans	1992	1					
Mozambique	labor wage dispute	Veterans	1992	1					
Mozambique	labor wage dispute	workers	1998	1					
Mozambique	labor wage dispute	Workers	2003	1					
Mozambique	labor wage dispute	Workers	2004	1					
Mozambique	labor wage dispute	Workers	2012	1					
Mozambique	land farm issue	Protesters	2012	1					
Mozambique	land farm issue	Women	2011	1					
Mozambique	police brutality	community members	2016	1					
Mozambique	police brutality	Protesters	2013	1					
Mozambique	police brutality	residents	2015	1					
Mozambique	"political behavior, process"	community members	2016	3					
Mozambique	"political behavior, process"	demobilized soldiers	1993	1					
Mozambique	"political behavior, process"	demobilized soldiers	1996	1					
Mozambique	"political behavior, process"	former guerrilla soldiers of the Mozambican National Resistance (RENAMO)	1994	1					
Mozambique	"political behavior, process"	Mozambique National Resistance (MNR-Renamo) party	1997	2					
Mozambique	"political behavior, process"	mutineers	1994	3					
Mozambique	"political behavior, process"	national resistance of mozambique (renamo)	1997	1					
